text,label,target
"আজ প্রধানমন্ত্রী লোগো সম্বলিত পতাকা ব্যবহার করেন নি। তবে কি বুঝতে পারছেন যে, তিনি অবৈধ প্রধানমন্ত্রী।",Geopolitical,3
স্ত্রীকে মুখ চেপে চুদে দিচ্ছে তার স্বামী ,Personal,0
যখন ম্যাসেঞ্জারে বয়ফ্রেন্ড আর গার্লফ্রেন্ড সেক্স চ্যাট করে ,Personal,0
অভিনেত্রীর দেয়া সেই কলমগুলোই দেখা যাচ্ছে ছাত্রলীগ সন্ত্রাসীদের হাতে।,Geopolitical,3
এসব কাঠমোল্লা জুতা মারলেও লজ্জা হবে না।,Religious,2
পাকিস্তানের বাল ও ছিঁড়তে পারবে না মালাউনরা।।।,Religious,2
"তোকে চোদার বড় শখ আমার,তোর সোনার ভিতরে গোস্ত বেশি চুদতে মজা লাগবে,গুদের মাজখান দিয়ে দিবো, মজা পাইবি মাগী ",Personal,0
"আগ্রাসী ভারত চায় চুক্তি, বাংলাদেশের মানুষ চায় মুক্তি।",Geopolitical,3
"চোরকে এখন আর চোর বলা যায় না চোর নিজেই অন্যকে চোর বলে, আওয়ামী লীগ ঠিক তাই ",Political,1
"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর।",Geopolitical,3
আনুশকা ও দিহানের গোপন ভিডিও নিয়ে মামুনুল হক কি বললো দেখুন ভিডিওতে।,Personal,0
ভারত কোন হিন্দুুুদের তাড়াচ্ছে না তাড়াচ্ছে মুসলিম জিহাদি মোল্লাদের ! ,Religious,2
নায়ককে মারার জন্য অনেক গুন্ডা পাঠায় তখন গুন্ডা আর নায়ক।,Personal,0
আমি হলে দু চারজন ছেলে ধরে নিয়ে রেপ করাতাম ,Personal,0
একজন মেম্বারের যোগ্যতা যার নেই অথচ কথা বলে ইচরে পাকার মতো । ,Political,1
এখন বুঝতে পারছেন আপনার দাদারা পাকিস্তানীদের সাথে পারবেনা। এই জন্য আপনি বলেন যুদ্ধ চায় না। যদি না চান তাহলে কেন আপনি ভারতের পক্ষ নিয়ে ছিলেন।,Geopolitical,3
তুই শালা জাতীয় বেইমান। তোরে আমি বিশ্বাস করি না শালা।,Personal,0
